LoanDuration,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Risk
33,radio_tv,5742,39509,4_to_7,4,none,3,car_other,52,none,free,422,skilled,No Risk
18,appliances,4561,22019,greater_7,4,none,5,unknown,37,none,own,338,skilled,Risk
22,car_used,5517,38763,1_to_4,3,none,2,savings_insurance,35,none,own,481,skilled,No Risk
20,car_new,1061,36261,greater_7,4,none,3,car_other,36,none,own,378,skilled,Risk
41,furniture,5074,27447,1_to_4,4,none,4,savings_insurance,40,none,own,666,management_self-employed,No Risk
30,radio_tv,3738,27834,1_to_4,3,co-applicant,3,car_other,35,none,own,245,skilled,Risk
25,car_used,5992,31097,4_to_7,4,none,4,savings_insurance,38,none,own,318,management_self-employed,Risk
30,vacation,9535,22803,4_to_7,5,co-applicant,5,unknown,35,none,own,468,skilled,No Risk
34,furniture,5060,31303,4_to_7,4,co-applicant,5,car_other,50,stores,own,279,unskilled,No Risk
4,car_new,250,38948,less_1,2,co-applicant,2,real_estate,33,stores,own,693,skilled,No Risk
26,business,5941,38393,greater_7,5,none,4,car_other,52,none,own,239,skilled,Risk
21,radio_tv,5422,30566,1_to_4,4,guarantor,4,savings_insurance,34,none,free,633,management_self-employed,No Risk
24,car_used,5064,38733,4_to_7,4,none,2,car_other,49,none,own,242,skilled,No Risk
29,radio_tv,250,30555,1_to_4,3,co-applicant,3,real_estate,27,none,own,317,skilled,No Risk
20,furniture,1901,21318,4_to_7,2,none,1,savings_insurance,31,stores,own,227,skilled,No Risk
26,radio_tv,3916,32604,1_to_4,2,co-applicant,2,savings_insurance,42,stores,free,420,unskilled,No Risk
18,radio_tv,2618,32240,1_to_4,2,none,1,savings_insurance,22,bank,rent,572,unskilled,No Risk
19,repairs,6343,30098,less_1,3,none,4,car_other,41,stores,own,401,unskilled,No Risk
27,furniture,6459,28303,1_to_4,4,guarantor,5,savings_insurance,44,stores,own,285,unskilled,No Risk
31,appliances,5590,20056,1_to_4,4,none,4,savings_insurance,42,none,own,509,skilled,No Risk
20,retraining,3822,25877,greater_7,3,none,3,car_other,35,bank,own,373,unskilled,Risk
29,radio_tv,1639,22304,greater_7,3,none,3,savings_insurance,25,none,own,364,skilled,No Risk
20,car_new,4373,20093,1_to_4,2,none,2,savings_insurance,36,none,rent,563,skilled,Risk
4,radio_tv,250,20900,unemployed,1,none,1,real_estate,40,stores,rent,241,unskilled,No Risk
16,radio_tv,3292,38124,1_to_4,3,none,4,savings_insurance,36,stores,own,296,unskilled,Risk
4,education,251,35036,4_to_7,3,none,2,savings_insurance,34,none,own,587,management_self-employed,No Risk
33,retraining,7064,31099,1_to_4,4,none,5,unknown,44,none,own,610,management_self-employed,No Risk
11,furniture,3029,30798,4_to_7,3,none,3,real_estate,28,stores,own,536,unskilled,No Risk
42,appliances,5313,36086,greater_7,5,co-applicant,4,savings_insurance,47,none,free,520,skilled,Risk
23,car_used,1272,29258,1_to_4,3,none,4,savings_insurance,45,none,free,429,skilled,Risk
28,appliances,4503,23638,4_to_7,4,none,3,savings_insurance,36,none,own,339,management_self-employed,No Risk
33,radio_tv,4758,22997,4_to_7,4,none,4,car_other,32,none,own,408,skilled,Risk
23,business,2683,20717,1_to_4,3,none,3,savings_insurance,29,none,rent,281,skilled,No Risk
14,car_new,250,25039,1_to_4,2,none,3,real_estate,19,none,own,593,skilled,No Risk
29,repairs,7074,35082,greater_7,4,co-applicant,4,unknown,55,none,free,602,skilled,Risk
7,car_new,336,26206,1_to_4,2,none,2,savings_insurance,30,none,rent,414,skilled,No Risk
16,furniture,3457,39538,1_to_4,3,co-applicant,3,unknown,51,none,own,654,skilled,No Risk
47,repairs,5857,21123,4_to_7,5,co-applicant,4,car_other,47,none,free,298,management_self-employed,No Risk
8,car_new,3079,29125,1_to_4,3,none,1,real_estate,28,none,own,506,skilled,No Risk
41,repairs,4336,30186,greater_7,5,co-applicant,5,car_other,52,none,free,295,skilled,Risk
13,furniture,2577,36167,less_1,3,none,3,car_other,28,bank,own,421,unskilled,No Risk
4,education,252,29582,1_to_4,2,none,1,savings_insurance,34,stores,rent,609,skilled,No Risk
29,car_used,3620,37614,1_to_4,2,none,1,savings_insurance,38,none,own,630,skilled,No Risk
10,car_used,250,23823,1_to_4,2,none,3,car_other,27,none,own,200,skilled,No Risk
25,appliances,4536,28252,less_1,4,none,3,car_other,40,none,own,278,management_self-employed,Risk
9,radio_tv,7594,25956,1_to_4,3,none,4,savings_insurance,31,none,own,531,management_self-employed,No Risk
39,appliances,5028,37945,greater_7,4,none,3,car_other,51,stores,free,438,unemployed,Risk
26,appliances,2618,34354,4_to_7,3,none,4,car_other,25,none,own,454,management_self-employed,Risk
14,car_new,4364,38367,4_to_7,4,none,4,savings_insurance,32,none,own,431,skilled,No Risk
14,car_new,3531,21046,1_to_4,3,none,4,savings_insurance,43,none,own,620,skilled,No Risk
16,repairs,3210,39419,less_1,3,none,2,car_other,41,none,own,525,management_self-employed,No Risk
29,appliances,4527,33762,greater_7,4,none,3,car_other,31,none,own,414,skilled,Risk
29,appliances,6103,38839,4_to_7,3,none,4,car_other,56,none,own,335,skilled,Risk
25,furniture,2167,22953,greater_7,3,none,3,savings_insurance,40,none,own,301,skilled,Risk
13,car_new,5595,24082,4_to_7,3,guarantor,3,savings_insurance,50,none,own,413,skilled,No Risk
30,radio_tv,6067,24622,4_to_7,4,none,5,savings_insurance,32,none,own,513,management_self-employed,No Risk
28,appliances,7092,33211,greater_7,4,none,3,unknown,45,none,free,399,skilled,Risk
4,appliances,2280,35563,1_to_4,2,none,1,car_other,33,none,own,667,skilled,Risk
20,repairs,4463,36232,greater_7,3,none,4,car_other,41,none,own,273,skilled,Risk
28,car_used,3542,26885,1_to_4,4,none,3,car_other,43,none,own,299,skilled,Risk
36,furniture,5597,25486,4_to_7,3,co-applicant,3,car_other,39,none,own,623,skilled,Risk
8,car_used,3658,25459,1_to_4,2,none,3,savings_insurance,48,none,own,560,management_self-employed,No Risk
26,appliances,4597,23897,4_to_7,3,none,2,car_other,45,none,own,679,skilled,Risk
21,car_new,250,39106,4_to_7,3,none,2,real_estate,19,bank,rent,327,unemployed,No Risk
27,radio_tv,4933,25493,greater_7,5,none,5,car_other,47,none,own,445,skilled,Risk
8,car_new,988,22554,1_to_4,2,none,2,savings_insurance,26,none,own,546,skilled,Risk
33,repairs,5152,39160,4_to_7,4,none,4,car_other,51,stores,own,401,unskilled,Risk
23,business,3364,39870,greater_7,4,co-applicant,3,car_other,37,none,own,269,skilled,No Risk
10,vacation,2649,23643,less_1,1,none,2,car_other,24,none,own,482,skilled,No Risk
47,radio_tv,3691,23098,4_to_7,3,co-applicant,4,car_other,38,none,own,616,skilled,Risk
36,other,7671,32122,4_to_7,4,none,4,unknown,58,none,free,402,skilled,Risk
15,retraining,8474,36258,4_to_7,3,none,3,car_other,52,none,free,503,management_self-employed,Risk
31,education,6128,21891,4_to_7,3,none,3,car_other,40,none,own,453,skilled,Risk
6,car_used,3026,28660,less_1,3,none,3,car_other,37,none,own,693,skilled,No Risk
24,car_used,4311,35313,4_to_7,2,co-applicant,3,car_other,55,none,own,240,skilled,No Risk
11,radio_tv,340,30770,less_1,2,none,1,real_estate,19,none,rent,552,management_self-employed,No Risk
20,car_new,2419,23312,less_1,3,none,3,car_other,29,bank,rent,206,unemployed,No Risk
4,car_new,250,20926,less_1,1,none,2,savings_insurance,21,stores,rent,288,skilled,No Risk
21,repairs,3341,31075,1_to_4,2,none,3,car_other,31,stores,own,311,skilled,Risk
4,car_new,250,35660,less_1,1,none,2,real_estate,19,stores,rent,322,skilled,No Risk
16,vacation,3521,39969,1_to_4,2,co-applicant,2,car_other,34,bank,own,287,unemployed,No Risk
36,appliances,2434,35462,greater_7,4,none,4,savings_insurance,29,stores,own,324,unskilled,Risk
23,car_used,2581,35298,less_1,3,none,2,savings_insurance,41,none,own,550,skilled,No Risk
4,appliances,552,20025,less_1,2,none,3,real_estate,19,none,rent,383,management_self-employed,No Risk
27,radio_tv,4880,38590,4_to_7,3,none,3,unknown,43,stores,free,683,unskilled,No Risk
4,car_new,4345,39696,less_1,2,none,3,savings_insurance,24,bank,rent,206,unskilled,No Risk
23,repairs,1121,35806,1_to_4,2,none,3,savings_insurance,31,bank,rent,209,unemployed,No Risk
39,radio_tv,2606,39495,4_to_7,3,none,2,car_other,21,bank,own,417,unskilled,Risk
12,car_used,1635,26223,1_to_4,1,none,2,savings_insurance,29,stores,own,247,skilled,No Risk
25,car_used,4067,39361,4_to_7,3,none,4,savings_insurance,43,stores,free,526,skilled,No Risk
10,car_used,927,27952,less_1,2,none,2,real_estate,24,none,own,484,skilled,No Risk
10,car_used,250,31588,less_1,1,none,2,real_estate,19,none,rent,556,skilled,No Risk
35,radio_tv,5572,37002,greater_7,5,none,4,car_other,42,none,own,361,skilled,No Risk
23,education,5883,36063,greater_7,3,none,2,savings_insurance,40,none,free,553,skilled,Risk
16,furniture,1472,28826,1_to_4,3,none,3,real_estate,28,none,own,381,skilled,No Risk
37,appliances,3934,38543,4_to_7,4,none,4,car_other,33,stores,own,246,unskilled,No Risk
25,furniture,6448,24784,greater_7,4,co-applicant,5,unknown,59,none,own,431,skilled,Risk
22,car_used,7083,22243,greater_7,4,none,3,savings_insurance,49,none,own,284,skilled,No Risk
28,furniture,4742,27737,greater_7,4,none,2,car_other,38,none,own,284,skilled,No Risk
21,furniture,250,28184,1_to_4,2,none,1,savings_insurance,23,stores,rent,457,skilled,No Risk
10,car_new,2167,36453,less_1,2,none,3,real_estate,30,none,own,668,skilled,No Risk
4,education,936,30059,less_1,2,none,2,savings_insurance,41,bank,rent,379,unskilled,No Risk
21,furniture,1008,21248,less_1,2,none,1,savings_insurance,22,stores,rent,656,skilled,Risk
35,repairs,3419,28969,greater_7,4,none,4,car_other,40,none,own,448,skilled,Risk
14,car_used,2007,26201,1_to_4,3,none,1,real_estate,19,none,own,634,skilled,No Risk
26,business,7179,25650,4_to_7,3,none,3,unknown,48,none,own,469,skilled,Risk
29,appliances,5417,24911,greater_7,5,co-applicant,5,unknown,50,none,free,649,skilled,Risk
30,furniture,5161,26076,greater_7,4,none,5,savings_insurance,29,none,own,572,skilled,No Risk
26,furniture,10269,33663,4_to_7,5,co-applicant,5,unknown,56,none,free,427,management_self-employed,Risk
4,car_new,250,38955,less_1,1,none,2,real_estate,39,bank,own,567,unemployed,No Risk
8,car_new,1914,39427,less_1,2,none,1,car_other,25,stores,own,439,skilled,No Risk
10,car_new,4387,26307,4_to_7,4,none,3,car_other,43,none,own,358,management_self-employed,Risk
28,appliances,5105,33547,1_to_4,4,none,2,car_other,60,stores,own,222,unemployed,No Risk
37,repairs,6133,21179,1_to_4,4,none,5,savings_insurance,38,none,own,314,management_self-employed,No Risk
36,appliances,6696,26518,4_to_7,3,none,2,unknown,44,none,own,414,skilled,Risk
4,car_new,250,28586,1_to_4,2,co-applicant,1,savings_insurance,36,stores,free,255,skilled,No Risk
25,radio_tv,6744,28154,greater_7,5,none,5,car_other,46,none,free,388,management_self-employed,Risk
33,repairs,2943,26358,4_to_7,4,none,3,savings_insurance,30,none,own,313,skilled,Risk
27,car_used,6706,20106,4_to_7,5,none,5,unknown,53,none,free,550,management_self-employed,Risk
4,car_used,2413,34608,1_to_4,3,none,3,car_other,31,none,own,369,skilled,No Risk
24,radio_tv,6954,36235,1_to_4,3,none,4,car_other,43,none,free,531,skilled,Risk
14,car_used,4352,24940,4_to_7,2,none,3,car_other,45,none,free,672,skilled,Risk
35,appliances,5177,27278,4_to_7,4,none,4,savings_insurance,44,none,own,268,skilled,Risk
4,vacation,2411,23978,1_to_4,3,none,3,savings_insurance,25,none,own,249,management_self-employed,Risk
15,car_new,4773,22210,greater_7,4,none,4,savings_insurance,52,stores,rent,648,unskilled,No Risk
20,car_new,4046,37126,greater_7,3,co-applicant,4,savings_insurance,56,none,free,614,skilled,Risk
14,car_new,4879,30092,less_1,2,none,3,savings_insurance,32,none,own,332,skilled,No Risk
8,appliances,3639,30433,less_1,2,none,3,real_estate,31,none,own,667,skilled,No Risk
39,furniture,4735,35018,greater_7,4,none,3,unknown,45,stores,own,542,skilled,Risk
23,radio_tv,2298,26187,1_to_4,2,none,2,real_estate,43,none,own,664,skilled,Risk
13,furniture,4218,33708,unemployed,3,none,2,savings_insurance,31,stores,own,532,skilled,No Risk
14,car_new,250,35562,less_1,2,none,3,savings_insurance,37,none,own,386,skilled,No Risk
32,vacation,5254,25511,4_to_7,3,none,2,unknown,45,none,own,383,skilled,Risk
15,car_new,2816,22105,1_to_4,3,none,4,car_other,27,none,rent,388,skilled,Risk
30,radio_tv,2368,39888,4_to_7,3,none,3,real_estate,33,none,rent,394,skilled,No Risk
7,car_new,250,36504,unemployed,1,none,1,real_estate,21,bank,own,651,unskilled,No Risk
42,furniture,6283,32723,greater_7,4,co-applicant,4,unknown,45,none,own,364,skilled,Risk
26,radio_tv,1631,34499,1_to_4,2,none,2,real_estate,45,bank,own,268,unskilled,No Risk
22,radio_tv,2847,30458,1_to_4,3,none,3,real_estate,33,none,own,316,skilled,Risk
12,car_new,250,27565,less_1,2,none,3,savings_insurance,31,none,rent,528,skilled,No Risk
32,repairs,7546,34687,4_to_7,3,co-applicant,4,unknown,47,none,free,313,skilled,Risk
4,car_used,250,39061,less_1,1,none,2,real_estate,30,bank,rent,231,unskilled,No Risk
23,radio_tv,4104,23433,4_to_7,2,none,3,savings_insurance,44,stores,rent,606,unskilled,Risk
31,radio_tv,6156,30523,greater_7,4,co-applicant,3,unknown,39,none,free,349,skilled,Risk
14,car_used,5452,29620,greater_7,4,none,2,unknown,47,none,own,666,skilled,No Risk
25,retraining,2933,35075,1_to_4,4,none,2,savings_insurance,19,stores,rent,441,unskilled,No Risk
16,repairs,1654,21967,1_to_4,3,none,3,car_other,32,bank,rent,454,unemployed,No Risk
24,car_used,1860,30452,1_to_4,3,none,2,car_other,30,stores,own,575,unskilled,Risk
39,radio_tv,5617,29500,greater_7,5,co-applicant,4,car_other,54,none,own,699,skilled,Risk
10,furniture,5130,25221,1_to_4,3,none,3,savings_insurance,44,none,own,258,management_self-employed,No Risk
37,other,6991,33379,greater_7,4,co-applicant,4,unknown,49,none,free,436,skilled,Risk
30,radio_tv,3820,34588,4_to_7,4,none,3,car_other,46,none,own,455,skilled,No Risk
26,furniture,5461,24315,4_to_7,4,none,5,savings_insurance,50,none,own,690,management_self-employed,No Risk
35,education,4796,25322,1_to_4,4,co-applicant,3,savings_insurance,36,none,own,668,skilled,Risk
31,furniture,2159,32938,greater_7,3,none,2,car_other,36,none,own,325,skilled,Risk
41,appliances,3617,20234,greater_7,4,none,3,car_other,43,none,own,340,skilled,Risk
33,appliances,4983,29723,greater_7,5,none,5,car_other,45,none,own,222,skilled,Risk
31,repairs,6118,21454,4_to_7,4,none,4,unknown,36,none,own,347,management_self-employed,Risk
31,vacation,7108,23057,4_to_7,5,none,3,unknown,49,none,own,497,skilled,No Risk
4,car_new,788,26654,less_1,1,none,2,car_other,40,none,own,416,skilled,No Risk
13,furniture,3291,32566,less_1,1,none,2,real_estate,29,none,own,203,skilled,No Risk
20,radio_tv,4571,38939,1_to_4,2,none,4,savings_insurance,26,none,own,362,skilled,No Risk
9,vacation,772,30227,less_1,2,none,2,real_estate,25,none,rent,660,skilled,No Risk
22,furniture,4519,34084,greater_7,3,none,2,savings_insurance,41,none,own,302,skilled,No Risk
37,furniture,7275,28126,4_to_7,5,co-applicant,5,unknown,50,none,own,638,skilled,Risk
35,car_used,389,23001,4_to_7,3,none,2,car_other,40,stores,rent,451,unskilled,Risk
25,appliances,7801,22607,greater_7,5,none,4,car_other,39,none,own,260,management_self-employed,Risk
4,car_new,250,23745,unemployed,1,none,1,real_estate,19,none,rent,327,skilled,No Risk
30,business,6048,37670,1_to_4,4,none,4,car_other,43,none,own,353,management_self-employed,Risk
4,car_used,250,20514,1_to_4,2,none,1,car_other,29,stores,own,539,skilled,No Risk
15,radio_tv,1995,21110,1_to_4,3,co-applicant,3,savings_insurance,42,stores,rent,336,unskilled,No Risk
26,furniture,5884,27499,4_to_7,4,none,3,unknown,35,none,free,696,skilled,Risk
13,car_used,1842,38892,unemployed,1,none,1,car_other,35,none,rent,430,skilled,No Risk
22,car_new,3580,25269,1_to_4,3,none,4,car_other,25,none,rent,597,skilled,Risk
17,retraining,4853,31207,4_to_7,4,none,3,savings_insurance,34,none,own,561,skilled,No Risk
39,radio_tv,4508,37927,1_to_4,4,none,4,savings_insurance,30,none,own,265,skilled,No Risk
27,business,5376,32573,4_to_7,4,none,2,savings_insurance,39,none,own,521,skilled,Risk
15,car_new,250,30919,less_1,1,none,2,real_estate,32,stores,own,353,skilled,No Risk
16,radio_tv,1332,38557,1_to_4,2,co-applicant,2,car_other,38,stores,own,418,skilled,Risk
4,car_new,1269,22137,1_to_4,3,none,3,real_estate,31,bank,rent,574,unskilled,No Risk
14,car_used,3942,29545,less_1,3,none,3,savings_insurance,24,none,own,564,skilled,No Risk
33,appliances,4454,23014,1_to_4,4,none,3,car_other,25,none,own,355,skilled,No Risk
13,vacation,1085,38564,1_to_4,2,none,2,savings_insurance,32,stores,rent,239,unskilled,No Risk
16,car_new,3000,21238,less_1,3,co-applicant,4,real_estate,39,none,free,514,skilled,No Risk
30,repairs,7613,30327,1_to_4,4,none,5,unknown,41,none,free,484,management_self-employed,Risk
47,vacation,10151,22305,greater_7,5,co-applicant,3,car_other,39,none,free,561,skilled,Risk
16,car_new,1328,25943,less_1,1,none,2,savings_insurance,25,stores,rent,279,skilled,No Risk
28,car_used,250,24336,less_1,2,none,2,real_estate,32,none,own,597,skilled,No Risk
29,car_used,5011,20868,1_to_4,3,none,4,car_other,40,none,own,309,skilled,No Risk
4,car_new,250,35724,unemployed,1,none,2,real_estate,20,none,rent,601,skilled,No Risk
29,car_used,3368,36596,4_to_7,4,none,2,car_other,47,none,own,287,skilled,No Risk
9,furniture,250,38570,1_to_4,2,none,2,real_estate,37,none,own,613,skilled,No Risk
10,car_new,3237,33609,less_1,3,none,3,real_estate,32,none,own,221,skilled,No Risk
4,radio_tv,950,28321,less_1,2,none,2,real_estate,22,bank,rent,493,unskilled,No Risk
16,car_new,2324,36932,less_1,3,none,2,real_estate,32,none,own,507,skilled,No Risk
29,car_used,1690,36237,greater_7,4,none,2,car_other,48,none,free,483,skilled,No Risk
37,repairs,6722,25104,greater_7,5,none,5,unknown,57,none,free,222,skilled,Risk
19,repairs,402,35811,less_1,2,none,3,real_estate,24,none,own,410,skilled,No Risk
28,car_used,6860,31294,1_to_4,4,none,3,savings_insurance,40,none,own,252,management_self-employed,No Risk
9,car_new,1071,24654,4_to_7,3,none,2,savings_insurance,24,none,own,360,skilled,No Risk
15,retraining,2728,20691,1_to_4,3,none,3,savings_insurance,35,none,own,696,skilled,No Risk
22,radio_tv,4744,29807,1_to_4,3,none,3,savings_insurance,23,none,free,564,skilled,No Risk
9,car_new,977,35656,less_1,1,none,2,savings_insurance,25,stores,own,387,skilled,Risk
30,education,6268,22349,1_to_4,4,none,3,savings_insurance,34,none,own,657,skilled,Risk
11,car_new,1928,33006,unemployed,1,none,2,car_other,23,none,own,208,skilled,Risk
30,other,8378,24807,greater_7,5,none,4,unknown,36,none,free,380,skilled,Risk
20,car_new,2903,35926,1_to_4,2,none,3,real_estate,30,stores,own,656,skilled,No Risk
21,radio_tv,6474,29585,greater_7,5,none,5,car_other,46,none,own,408,management_self-employed,Risk
11,car_new,1216,29646,4_to_7,2,none,2,savings_insurance,42,none,own,351,skilled,No Risk
5,furniture,1285,28444,4_to_7,2,none,2,car_other,43,bank,rent,349,unemployed,Risk
52,appliances,6519,29820,4_to_7,3,co-applicant,4,car_other,46,none,own,550,skilled,Risk
50,retraining,8698,38916,greater_7,4,guarantor,5,unknown,49,none,free,620,unskilled,Risk
10,car_new,2328,25091,4_to_7,2,none,2,real_estate,33,stores,own,333,skilled,No Risk
42,repairs,5606,22361,4_to_7,5,none,5,car_other,41,none,own,502,skilled,No Risk
32,car_used,8821,36323,4_to_7,5,co-applicant,3,unknown,43,none,free,311,management_self-employed,Risk
11,car_used,1139,22034,4_to_7,3,none,2,savings_insurance,25,none,rent,691,skilled,No Risk
26,appliances,5187,36738,greater_7,5,none,5,unknown,53,none,own,278,management_self-employed,Risk
4,furniture,250,30972,less_1,2,none,2,real_estate,22,none,rent,369,management_self-employed,No Risk
36,other,5858,35899,greater_7,4,co-applicant,2,car_other,44,bank,own,201,unskilled,No Risk
4,car_new,1637,35446,less_1,1,none,2,savings_insurance,28,none,own,699,skilled,No Risk
32,appliances,6990,25578,4_to_7,5,none,5,unknown,44,none,own,366,skilled,No Risk
11,car_new,561,38421,1_to_4,2,none,2,real_estate,23,none,own,451,skilled,No Risk
26,appliances,4984,36376,4_to_7,3,none,4,savings_insurance,51,none,free,605,management_self-employed,Risk
15,furniture,4274,30957,greater_7,4,none,5,car_other,40,stores,own,555,unskilled,Risk
25,radio_tv,4715,21658,1_to_4,4,none,3,savings_insurance,38,none,own,207,management_self-employed,No Risk
24,retraining,250,21426,less_1,2,none,3,real_estate,19,none,own,344,skilled,No Risk
32,business,6966,39197,greater_7,4,none,2,car_other,43,none,free,700,skilled,Risk
26,business,4440,36169,1_to_4,4,none,3,savings_insurance,30,none,free,365,management_self-employed,No Risk
23,car_new,4323,28827,1_to_4,3,none,3,real_estate,40,none,own,624,skilled,No Risk
7,car_new,1732,21058,less_1,2,none,3,savings_insurance,25,bank,rent,692,unskilled,No Risk
35,radio_tv,3875,36826,4_to_7,2,none,2,unknown,37,stores,own,540,unskilled,No Risk
18,radio_tv,5172,34188,greater_7,4,none,3,car_other,43,stores,free,504,unskilled,Risk
25,furniture,6928,31600,4_to_7,4,none,4,car_other,43,none,free,213,management_self-employed,No Risk
15,car_new,593,26734,4_to_7,3,none,3,car_other,31,none,own,640,skilled,No Risk
12,appliances,3796,39113,4_to_7,3,none,2,car_other,35,bank,rent,568,unemployed,No Risk
20,car_used,1389,37856,greater_7,4,none,4,car_other,33,none,own,538,skilled,No Risk
17,car_used,5772,26152,4_to_7,2,none,3,car_other,31,stores,own,521,skilled,Risk
30,business,4040,39123,4_to_7,3,co-applicant,4,unknown,26,none,own,654,skilled,No Risk
15,retraining,3044,34414,1_to_4,3,none,3,savings_insurance,34,none,own,482,management_self-employed,No Risk
19,business,4429,31554,greater_7,3,none,4,car_other,39,none,own,322,management_self-employed,Risk
20,car_new,3237,20193,1_to_4,2,none,4,savings_insurance,51,none,own,242,skilled,Risk
17,car_new,3347,39457,4_to_7,3,none,4,car_other,31,none,own,669,skilled,Risk
9,car_used,3271,20204,1_to_4,3,none,2,savings_insurance,47,none,own,480,skilled,No Risk
44,repairs,8070,21832,4_to_7,5,co-applicant,4,car_other,28,none,free,244,skilled,No Risk
17,furniture,1773,34703,1_to_4,2,none,3,savings_insurance,30,stores,own,388,skilled,Risk
22,radio_tv,2371,27426,1_to_4,3,none,3,car_other,29,none,own,636,skilled,No Risk
26,radio_tv,5299,23990,greater_7,3,none,4,car_other,43,none,own,663,management_self-employed,Risk
29,radio_tv,4102,26732,4_to_7,3,none,2,savings_insurance,38,none,own,425,skilled,Risk
14,furniture,3472,28257,less_1,2,none,2,car_other,30,none,own,338,skilled,Risk
15,furniture,2811,38552,less_1,2,none,2,savings_insurance,40,none,own,250,skilled,No Risk
38,other,8607,39525,1_to_4,5,none,5,savings_insurance,53,none,own,360,skilled,No Risk
31,car_used,5629,21809,greater_7,5,none,5,car_other,47,none,free,471,skilled,Risk
29,radio_tv,1751,26897,1_to_4,3,none,3,savings_insurance,32,none,own,664,skilled,No Risk
20,radio_tv,3917,39187,1_to_4,4,none,2,savings_insurance,31,bank,rent,674,unskilled,Risk
8,car_used,250,38969,unemployed,2,none,2,savings_insurance,19,bank,rent,573,unemployed,No Risk
28,furniture,713,35777,4_to_7,2,none,1,savings_insurance,27,stores,own,534,unskilled,No Risk
32,furniture,7518,29120,greater_7,5,co-applicant,3,car_other,53,none,free,559,skilled,Risk
13,car_new,3187,29985,less_1,1,none,2,real_estate,33,none,rent,468,skilled,Risk
8,car_new,2876,27470,unemployed,1,none,1,savings_insurance,32,none,own,686,skilled,No Risk
13,furniture,5354,31630,unemployed,3,none,1,car_other,34,none,own,523,skilled,No Risk
23,repairs,6103,28288,4_to_7,4,none,4,unknown,36,stores,own,323,unskilled,Risk
22,radio_tv,1131,36969,1_to_4,2,none,3,car_other,31,none,own,384,skilled,No Risk
28,appliances,6227,30783,4_to_7,4,none,4,unknown,44,none,own,540,skilled,Risk
7,vacation,1534,21312,1_to_4,1,none,1,real_estate,21,none,own,466,skilled,No Risk
14,car_used,1134,22763,1_to_4,2,none,3,car_other,32,stores,own,277,skilled,No Risk
20,furniture,6301,37588,4_to_7,4,none,5,unknown,49,none,own,610,skilled,Risk
31,car_used,7361,27005,4_to_7,4,none,5,car_other,42,none,own,309,management_self-employed,Risk
4,education,250,24992,less_1,2,none,3,real_estate,28,stores,rent,602,unskilled,No Risk
26,radio_tv,4182,36165,1_to_4,4,none,4,real_estate,34,none,own,351,management_self-employed,No Risk
5,car_used,250,20789,less_1,1,none,2,real_estate,21,none,rent,230,skilled,No Risk
23,retraining,2930,33807,1_to_4,3,none,3,real_estate,30,none,rent,390,management_self-employed,No Risk
26,radio_tv,2699,28129,greater_7,4,guarantor,4,car_other,47,bank,own,634,unemployed,Risk
40,appliances,5567,32444,4_to_7,4,none,3,car_other,39,stores,free,473,unskilled,No Risk
16,furniture,250,27389,4_to_7,3,none,1,savings_insurance,32,stores,own,564,skilled,No Risk
37,appliances,7623,34758,4_to_7,4,co-applicant,4,savings_insurance,39,none,own,545,management_self-employed,Risk
18,repairs,4256,34993,less_1,3,none,4,real_estate,31,none,own,231,management_self-employed,No Risk
42,retraining,7711,20038,greater_7,4,co-applicant,5,unknown,54,none,own,246,skilled,Risk
4,car_new,250,37551,less_1,2,none,2,real_estate,19,none,own,640,skilled,No Risk
25,car_used,4887,35110,greater_7,4,none,4,unknown,55,none,own,280,skilled,Risk
4,car_used,250,25867,1_to_4,1,none,2,savings_insurance,26,stores,rent,383,unskilled,No Risk
29,education,3458,34746,less_1,2,none,2,car_other,45,stores,rent,478,skilled,Risk
4,car_new,1405,35003,1_to_4,2,none,3,savings_insurance,19,none,own,407,skilled,Risk
15,vacation,1383,20032,4_to_7,3,none,1,car_other,34,stores,own,637,skilled,No Risk
6,car_used,3279,35161,1_to_4,3,none,3,real_estate,19,none,own,431,skilled,No Risk
32,radio_tv,5038,30758,4_to_7,4,none,4,car_other,37,none,own,543,skilled,Risk
28,appliances,2808,25879,greater_7,3,none,4,unknown,51,none,own,289,skilled,Risk
10,car_new,299,21295,less_1,2,none,1,savings_insurance,25,none,rent,612,skilled,No Risk
23,radio_tv,3281,35146,1_to_4,4,none,3,savings_insurance,35,none,own,328,management_self-employed,No Risk
14,car_used,974,29339,less_1,2,none,2,real_estate,25,stores,rent,281,skilled,No Risk
22,radio_tv,3378,34398,greater_7,4,none,4,car_other,54,none,own,658,skilled,No Risk
28,appliances,8281,21486,greater_7,4,co-applicant,4,car_other,52,none,own,531,management_self-employed,Risk
9,furniture,708,21060,1_to_4,2,none,3,car_other,44,none,own,291,management_self-employed,No Risk
12,car_new,4144,39017,less_1,2,none,3,real_estate,26,none,own,473,skilled,No Risk
15,furniture,4609,27954,4_to_7,4,none,3,car_other,54,stores,rent,322,unskilled,No Risk
17,car_used,1842,32085,less_1,3,none,2,savings_insurance,40,bank,rent,551,unemployed,No Risk
22,furniture,3671,37805,4_to_7,4,none,2,savings_insurance,23,bank,own,413,unemployed,No Risk
